;global_id;postcode;Gemeentenaam;Buurtnaam;Afstand_tot_huisartsenpraktijk_km
181115;4074319;2513TM;s Gravenhage                           ;Kortenbos;4
181124;4075893;9721EH;Groningen                               ;Helpman;4
181125;4076933;1079EV;Amsterdam                               ;Scheldebuurt Oost;2
181130;4077647;1059XV;Amsterdam                               ;Aalsmeerwegbuurt West;3
181131;4077850;2584EN;s Gravenhage                           ;Visserijbuurt;3
181140;4072055;2651VX;Lansingerland                           ;Componistenbuurt;4
181148;4073586;1315SP;Almere                                  ;Centrum Almere Stad;4
181155;4074303;1102SH;Amsterdam                               ;Vogeltjeswei;1
181157;4088320;1015RR;Amsterdam                               ;Anjeliersbuurt Zuid;3
181164;4076856;1102AX;Amsterdam                               ;F buurt;4
181165;4078237;3135HE;Vlaardingen                             ;Babberspolder West;3
181169;4078522;1016DX;Amsterdam                               ;Felix Meritisbuurt;2
181189;4094818;9402GN;Assen                                   ;Veningerland;4
181190;4091696;7412BG;Deventer                                ;Noorderplein;2
181195;4097689;1076BT;Amsterdam                               ;Van Tuyllbuurt;3
181196;4095860;2282JB;Rijswijk                                ;Rembrandtkwartier;4
181198;4095966;2564SP;s Gravenhage                           ;Vruchtenbuurt;4
181208;4100897;1068WD;Amsterdam                               ;Osdorp Zuidoost;4
181217;4054556;6265AE;Eijsden Margraten                       ;Sint Geertruid;4
181224;4104265;2181AH;Hillegom                                ;Centrum;4
181226;4129964;2036RB;Haarlem                                 ;De Burgen;4
181235;4402667;5447PD;Boxmeer                                 ;Rijkevoort Centrum;4
181237;4060231;3073EM;Rotterdam                               ;Bloemhof;4
181250;4061936;1091VE;Amsterdam                               ;Oosterparkbuurt Zuidwest;2
181256;4063405;3985RJ;Bunnik                                  ;Werkhoven;4
181260;4052030;3553RK;Utrecht                                 ;Elinkwijk en omgeving;4
181264;4059343;2515TL;s Gravenhage                           ;Rivierenbuurt Noord;4
181267;4058579;4902BM;Oosterhout                              ;Slotjes West;4
181278;4062671;2905AJ;Capelle aan den IJssel                  ;Scandinavischebuurt;4
181282;4068273;9401HX;Assen                                   ;Brinkkwartier;2
181287;4068748;6821EL;Arnhem                                  ;Graaf Ottoplein e.o.;4
181289;4063841;2613NX;Delft                                   ;Westerkwartier;4
181290;4069606;3039ZJ;Rotterdam                               ;Blijdorp;3
181292;4069087;3073DZ;Rotterdam                               ;Bloemhof;4
181296;4069357;2518RM;s Gravenhage                           ;Koningsplein en omgeving;4
181297;4065593;5014KP;Tilburg                                 ;Hoefstraat Zuid;3
181301;4070175;1061DJ;Amsterdam                               ;Kolenkitbuurt Noord;4
181305;4066300;4873EH;Etten Leur                              ;Banakkers 3;4
181309;4057919;1104MP;Amsterdam                               ;Kortvoort;2
181311;4069782;2324AK;Leiden                                  ;Fortuinwijk Zuid;4
181312;4059149;1561ZD;Zaanstad                                ;Zuiderhoofdbuurt;4
181315;4066758;7601XZ;Almelo                                  ;Arendsboer en omgeving Noord;4
181328;4058166;3564CK;Utrecht                                 ;Zambesidreef en omgeving;3
181338;4060176;1055RN;Amsterdam                               ;Landlust Noord;3
181343;4068555;2593TM;s Gravenhage                           ;Bezuidenhout Oost;4
181347;4060244;5629KX;Eindhoven                               ;Blixembosch Oost;4
181348;4071967;3515ED;Utrecht                                 ;Tuinwijk West;3
181371;4059758;1075RB;Amsterdam                               ;Valeriusbuurt West;3
181374;4071381;2565LZ;s Gravenhage                           ;Bomenbuurt;4
181380;4074447;9711AL;Groningen                               ;Binnenstad Zuid;3
181381;4074482;3791AL;Leusden                                 ;Kern Achterveld;4
181394;4063426;3248AJ;Goeree Overflakkee                      ;Melissant woonkern;4
181410;4074203;4364BL;Veere                                   ;Grijpskerke;4
181439;4075866;7543BR;Enschede                                ;Cromhoffsbleek Kotman;4
181440;4075867;7543BR;Enschede                                ;Cromhoffsbleek Kotman;4
181441;4078720;3026CK;Rotterdam                               ;Tussendijken;3
181443;4075969;7543BR;Enschede                                ;Cromhoffsbleek Kotman;4
181444;4075972;7543BR;Enschede                                ;Cromhoffsbleek Kotman;4
181446;4058571;6522AW;Nijmegen                                ;Hunnerberg;4
181453;4057585;2555VC;s Gravenhage                           ;Componistenbuurt;3
181456;4076068;1561PA;Zaanstad                                ;Noorderhoofdbuurt;4
181457;4058874;2273GS;Leidschendam Voorburg                   ;Bovenveen;4
181459;4079290;1056GR;Amsterdam                               ;Trompbuurt;3
181460;4076128;3515AD;Utrecht                                 ;Tuinwijk Oost;3
181467;4079740;2071NK;Velsen                                  ;Bloemenbuurt;4
181477;4080330;3531VC;Utrecht                                 ;Laan van Nieuw Guinea  Spinozaweg e.o.;4
181479;4067997;8022DC;Zwolle                                  ;Hogenkamp;4
181484;4068147;6901DP;Zevenaar                                ;Molenwijk;4
181488;4060174;3028CH;Rotterdam                               ;Oud Mathenesse;4
181499;4060887;3083WV;Rotterdam                               ;Carnisse;3
181506;4082170;3028JA;Rotterdam                               ;Oud Mathenesse;4
181509;4062013;6006EP;Weert                                   ;Keent;3
181514;4079082;3083WP;Rotterdam                               ;Carnisse;3
181516;4079166;1078LK;Amsterdam                               ;Scheldebuurt Midden;2
181523;4078751;1981EC;Velsen                                  ;Velserbeek;4
181528;4079616;4132VE;Vianen                                  ;Oude Stad;3
181532;4079690;3038VW;Rotterdam                               ;Bergpolder;4
181534;4062494;1051JK;Amsterdam                               ;Westerstaatsman;3
181539;4070975;3037GD;Rotterdam                               ;Liskwartier;3
181543;4080099;1092CM;Amsterdam                               ;Transvaalbuurt Oost;4
181544;4062855;3523TJ;Utrecht                                 ;Oud Hoograven Noord;4
181545;4071183;8933DL;Leeuwarden                              ;Achter de Hoven;4
181550;4071568;9725EE;Groningen                               ;Rivierenbuurt;3
181553;4063496;3117CP;Schiedam                                ;Frankenland;4
181554;4063497;3117CP;Schiedam                                ;Frankenland;4
181556;4063499;3117CP;Schiedam                                ;Frankenland;4
181557;4063500;3117CP;Schiedam                                ;Frankenland;4
181558;4063501;3117CP;Schiedam                                ;Frankenland;4
181559;4080810;2805RC;Gouda                                   ;Ouwe Gouwe;4
181560;4063540;3117CP;Schiedam                                ;Frankenland;4
181561;4063541;3117CP;Schiedam                                ;Frankenland;4
181564;4063544;3117CP;Schiedam                                ;Frankenland;4
181565;4063701;3581BZ;Utrecht                                 ;Buiten Wittevrouwen;4
181570;4086049;1053RG;Amsterdam                               ;Lootsbuurt;2
181572;4072858;6217RA;Maastricht                              ;Brusselsepoort;4
181575;4063542;3117CP;Schiedam                                ;Frankenland;4
181580;4081800;1052LL;Amsterdam                               ;Frederik Hendrikbuurt Zuidoost;2
181584;4064516;3117CP;Schiedam                                ;Frankenland;4
181585;4064517;3117CP;Schiedam                                ;Frankenland;4
181588;4063543;3117CP;Schiedam                                ;Frankenland;4
181599;4087602;3521VR;Utrecht                                 ;Dichterswijk;4
181603;4074666;1021NE;Amsterdam                               ;IJplein e.o.;4
181608;4066406;1782DD;Den Helder                              ;Indische buurt Zuid;3
181609;4082389;3028EJ;Rotterdam                               ;Oud Mathenesse;4
181610;4087673;6822JT;Arnhem                                  ;Klarendal Noord;4
181612;4066887;6828PZ;Arnhem                                  ;Nieuwe Kadekwartier;3
181613;4082375;1097WV;Amsterdam                               ;Betondorp;3
181619;4088751;3112PC;Schiedam                                ;Rotterdamsedijk;4
181632;4068297;6573EB;Berg en Dal                             ;Beek Midden;4
181638;4076104;5037EG;Tilburg                                 ;Notre Dame;3
181641;4076369;6641ED;Beuningen                               ;Beuningen Tinnegieter;4
181647;4076359;3039KH;Rotterdam                               ;Blijdorp;3
181658;4090833;8014AR;Zwolle                                  ;Oud Ittersum;4
181660;4085696;2406VR;Alphen aan den Rijn                     ;Van Boetzelaerstraat;4
181663;4090998;1052DC;Amsterdam                               ;De Wittenbuurt Zuid;3
181665;4091032;1012SZ;Amsterdam                               ;Hemelrijk;3
181668;4069494;2574RZ;s Gravenhage                           ;Rustenburg;4
181675;4086906;3231KC;Brielle                                 ;Brielle;4
181682;4087018;4835PK;Breda                                   ;Ginneken;4
181685;4087289;2613ZH;Delft                                   ;Agnetaparkbuurt;3
181689;4074194;3135XR;Vlaardingen                             ;Babberspolder West;3
181693;4093240;2343VR;Oegstgeest                              ;Bloemenbuurt;4
181694;4092493;1098RD;Amsterdam                               ;Middenmeer Zuid;4
181701;4078843;2312TB;Leiden                                  ;Pancras Oost;3
181709;4078454;2582NN;s Gravenhage                           ;Statenkwartier;4
181716;4094470;9711EJ;Groningen                               ;Binnenstad Zuid;3
181717;4072569;3845GD;Harderwijk                              ;Drielanden Centrum;4
181718;4079462;2182LG;Hillegom                                ;Schilderskwartier;4
181719;4094585;1094EE;Amsterdam                               ;Noordwestkwadrant Indische buurt Noord;4
181729;4094932;1901DN;Castricum                               ;Centrum Noord;4
181736;4073328;6221KV;Maastricht                              ;Wyck;4
181749;4089861;4441BA;Borsele                                 ;Ovezande (Kern);4
181756;4074526;2517VR;s Gravenhage                           ;Sweelinckplein en omgeving;3
181762;4090898;5046CJ;Tilburg                                 ;Goirke Noord;4
181766;4097491;6865CG;Renkum                                  ;Doorwerth Zuid;4
181775;4075221;1078TH;Amsterdam                               ;IJselbuurt Oost;3
181783;4098469;2517XG;s Gravenhage                           ;Sweelinckplein en omgeving;3
181784;4075760;2264AL;Leidschendam Voorburg                   ;Verzetsheldenwijk;4
181786;4075509;2692BC;Westland                                ;Zandevelt;4
181788;4092043;1052JH;Amsterdam                               ;Frederik Hendrikbuurt Zuidoost;2
181790;4098711;1441AE;Purmerend                               ;Binnenstad;3
181791;4076076;3582BZ;Utrecht                                 ;Abstede  Tolsteegsingel e.o.;4
181793;4092361;1814DT;Alkmaar                                 ;Emmakwartier;2
181796;4102342;1019HZ;Amsterdam                               ;Rietlanden;3
181837;4101755;1315HM;Almere                                  ;Centrum Almere Stad;4
181843;4095290;3223BX;Hellevoetsluis                          ;Nieuwenhoorn;4
181846;4102597;6217RA;Maastricht                              ;Brusselsepoort;4
181850;4086891;2036PL;Haarlem                                 ;De Burgen;4
181854;4095941;3521DE;Utrecht                                 ;Dichterswijk;4
181865;4088078;2524EK;s Gravenhage                           ;Laakkwartier West;3
181875;4103473;1102VB;Amsterdam                               ;Venserpolder West;4
